Magnetic Field.X,Magnetic Field.Y,Magnetic Field.Z,,Magnetometer X,Magnetometer Y,Magnetometer Z,,,,
5535,1.98E+04,2.17E+04,,5.53E-06,1.98E-05,2.17E-05,,,,
5802,1.97E+04,2.16E+04,,5.78E-06,1.97E-05,2.16E-05,,,,
6037,1.97E+04,2.15E+04,,6.01E-06,1.97E-05,2.15E-05,,,,
6239,1.96E+04,2.14E+04,,6.24E-06,1.96E-05,2.14E-05,,,,
6406,1.95E+04,2.14E+04,,6.41E-06,1.95E-05,2.14E-05,,,,
6540,1.94E+04,2.13E+04,,6.52E-06,1.94E-05,2.14E-05,,,,
6638,1.93E+04,2.14E+04,,6.64E-06,1.93E-05,2.14E-05,,,,
6700,1.92E+04,2.14E+04,,6.73E-06,1.92E-05,2.14E-05,,,,
6726,1.91E+04,2.15E+04,,6.75E-06,1.91E-05,2.15E-05,,,,
6716,1.90E+04,2.15E+04,,6.72E-06,1.90E-05,2.16E-05,,,,
6668,1.89E+04,2.16E+04,,6.68E-06,1.89E-05,2.17E-05,,,,
6583,1.87E+04,2.18E+04,,6.59E-06,1.88E-05,2.18E-05,,,,
6460,1.86E+04,2.19E+04,,6.47E-06,1.86E-05,2.19E-05,,,,
6300,1.85E+04,2.21E+04,,6.33E-06,1.85E-05,2.21E-05,,,,
6102,1.84E+04,2.22E+04,,6.09E-06,1.84E-05,2.22E-05,,,,
5867,1.83E+04,2.24E+04,,5.87E-06,1.83E-05,2.24E-05,,,,
5595,1.81E+04,2.26E+04,,5.61E-06,1.81E-05,2.26E-05,,,,
5285,1.80E+04,2.28E+04,,5.30E-06,1.80E-05,2.29E-05,,,,
4939,1.79E+04,2.30E+04,,4.95E-06,1.79E-05,2.31E-05,,,,
4556,1.78E+04,2.32E+04,,4.57E-06,1.78E-05,2.32E-05,,,,
4138,1.77E+04,2.35E+04,,4.14E-06,1.77E-05,2.34E-05,,,,
3684,1.76E+04,2.37E+04,,3.68E-06,1.76E-05,2.37E-05,,,,
3196,1.75E+04,2.39E+04,,3.18E-06,1.75E-05,2.39E-05,,,,
2673,1.74E+04,2.41E+04,,2.68E-06,1.74E-05,2.40E-05,,,,
2117,1.73E+04,2.43E+04,,2.14E-06,1.73E-05,2.42E-05,,,,
1529,1.73E+04,2.45E+04,,1.55E-06,1.73E-05,2.44E-05,,,,
909.7,1.72E+04,2.46E+04,,9.12E-07,1.72E-05,2.46E-05,,,,
261,1.71E+04,2.48E+04,,2.78E-07,1.71E-05,2.48E-05,,,,
-416.7,1.71E+04,2.49E+04,,-3.94E-07,1.71E-05,2.49E-05,,,,
-1122,1.70E+04,2.50E+04,,-1.10E-06,1.70E-05,2.50E-05,,,,
-1854,1.70E+04,2.51E+04,,-1.87E-06,1.69E-05,2.51E-05,,,,
-2613,1.69E+04,2.52E+04,,-2.60E-06,1.69E-05,2.52E-05,,,,
-3395,1.69E+04,2.52E+04,,-3.38E-06,1.69E-05,2.52E-05,,,,
-4201,1.68E+04,2.53E+04,,-4.17E-06,1.68E-05,2.53E-05,,,,
-5030,1.68E+04,2.53E+04,,-4.99E-06,1.68E-05,2.53E-05,,,,
-5879,1.67E+04,2.52E+04,,-5.87E-06,1.67E-05,2.52E-05,,,,
-6747,1.67E+04,2.52E+04,,-6.73E-06,1.67E-05,2.52E-05,,,,
-7633,1.67E+04,2.51E+04,,-7.64E-06,1.67E-05,2.51E-05,,,,
-8534,1.66E+04,2.49E+04,,-8.52E-06,1.67E-05,2.50E-05,,,,
-9451,1.66E+04,2.48E+04,,-9.46E-06,1.66E-05,2.48E-05,,,,
-1.04E+04,1.66E+04,2.46E+04,,-1.04E-05,1.66E-05,2.46E-05,,,,
-1.13E+04,1.65E+04,2.43E+04,,-1.13E-05,1.66E-05,2.43E-05,,,,
-1.23E+04,1.65E+04,2.40E+04,,-1.23E-05,1.65E-05,2.40E-05,,,,
-1.32E+04,1.65E+04,2.37E+04,,-1.32E-05,1.65E-05,2.37E-05,,,,
-1.42E+04,1.64E+04,2.33E+04,,-1.42E-05,1.64E-05,2.33E-05,,,,
-1.52E+04,1.64E+04,2.29E+04,,-1.52E-05,1.64E-05,2.29E-05,,,,
-1.61E+04,1.64E+04,2.25E+04,,-1.61E-05,1.64E-05,2.25E-05,,,,
-1.71E+04,1.63E+04,2.20E+04,,-1.71E-05,1.63E-05,2.19E-05,,,,
-1.81E+04,1.63E+04,2.14E+04,,-1.81E-05,1.62E-05,2.14E-05,,,,
-1.90E+04,1.62E+04,2.09E+04,,-1.90E-05,1.62E-05,2.08E-05,,,,
-2.00E+04,1.61E+04,2.02E+04,,-2.00E-05,1.61E-05,2.02E-05,,,,
-2.09E+04,1.61E+04,1.95E+04,,-2.09E-05,1.60E-05,1.95E-05,,,,
-2.18E+04,1.60E+04,1.88E+04,,-2.18E-05,1.60E-05,1.88E-05,,,,
-2.27E+04,1.59E+04,1.80E+04,,-2.27E-05,1.59E-05,1.80E-05,,,,
-2.36E+04,1.59E+04,1.72E+04,,-2.36E-05,1.59E-05,1.72E-05,,,,
-2.45E+04,1.58E+04,1.64E+04,,-2.45E-05,1.58E-05,1.63E-05,,,,
-2.53E+04,1.57E+04,1.54E+04,,-2.53E-05,1.57E-05,1.54E-05,,,,
-2.61E+04,1.56E+04,1.45E+04,,-2.62E-05,1.56E-05,1.45E-05,,,,
-2.69E+04,1.55E+04,1.35E+04,,-2.69E-05,1.54E-05,1.35E-05,,,,
-2.77E+04,1.53E+04,1.24E+04,,-2.77E-05,1.53E-05,1.25E-05,,,,
-2.84E+04,1.52E+04,1.13E+04,,-2.84E-05,1.52E-05,1.14E-05,,,,
-2.90E+04,1.51E+04,1.02E+04,,-2.90E-05,1.51E-05,1.02E-05,,,,
-2.97E+04,1.49E+04,9035,,-2.97E-05,1.49E-05,9.05E-06,,,,
-3.03E+04,1.48E+04,7819,,-3.03E-05,1.48E-05,7.83E-06,,,,
-3.08E+04,1.46E+04,6561,,-3.08E-05,1.46E-05,6.58E-06,,,,
-3.13E+04,1.44E+04,5263,,-3.13E-05,1.44E-05,5.28E-06,,,,
-3.18E+04,1.43E+04,3927,,-3.18E-05,1.43E-05,3.96E-06,,,,
-3.22E+04,1.41E+04,2555,,-3.22E-05,1.41E-05,2.56E-06,,,,
-3.25E+04,1.39E+04,1148,,-3.25E-05,1.39E-05,1.17E-06,,,,
-3.28E+04,1.37E+04,-291.5,,-3.28E-05,1.37E-05,-3.00E-07,,,,
-3.30E+04,1.34E+04,-1760,,-3.30E-05,1.35E-05,-1.75E-06,,,,
-3.32E+04,1.32E+04,-3256,,-3.32E-05,1.32E-05,-3.25E-06,,,,
-3.33E+04,1.30E+04,-4774,,-3.33E-05,1.30E-05,-4.80E-06,,,,
-3.33E+04,1.27E+04,-6313,,-3.33E-05,1.27E-05,-6.32E-06,,,,
-3.32E+04,1.24E+04,-7868,,-3.32E-05,1.25E-05,-7.86E-06,,,,
-3.31E+04,1.22E+04,-9437,,-3.31E-05,1.22E-05,-9.44E-06,,,,
-3.29E+04,1.19E+04,-1.10E+04,,-3.29E-05,1.19E-05,-1.10E-05,,,,
-3.26E+04,1.16E+04,-1.26E+04,,-3.26E-05,1.16E-05,-1.26E-05,,,,
-3.23E+04,1.13E+04,-1.42E+04,,-3.22E-05,1.13E-05,-1.42E-05,,,,
-3.18E+04,1.09E+04,-1.58E+04,,-3.18E-05,1.10E-05,-1.58E-05,,,,
-3.13E+04,1.06E+04,-1.74E+04,,-3.13E-05,1.06E-05,-1.74E-05,,,,
-3.07E+04,1.03E+04,-1.89E+04,,-3.07E-05,1.03E-05,-1.89E-05,,,,
-3.00E+04,9894,-2.05E+04,,-3.00E-05,9.90E-06,-2.04E-05,,,,
-2.93E+04,9526,-2.20E+04,,-2.93E-05,9.51E-06,-2.20E-05,,,,
-2.84E+04,9147,-2.35E+04,,-2.85E-05,9.14E-06,-2.35E-05,,,,
-2.75E+04,8757,-2.49E+04,,-2.75E-05,8.75E-06,-2.49E-05,,,,
-2.65E+04,8359,-2.64E+04,,-2.65E-05,8.35E-06,-2.64E-05,,,,
-2.54E+04,7950,-2.78E+04,,-2.54E-05,7.93E-06,-2.77E-05,,,,
-2.43E+04,7532,-2.91E+04,,-2.43E-05,7.51E-06,-2.91E-05,,,,
-2.31E+04,7105,-3.04E+04,,-2.30E-05,7.07E-06,-3.04E-05,,,,
-2.18E+04,6670,-3.16E+04,,-2.18E-05,6.66E-06,-3.16E-05,,,,
-2.04E+04,6225,-3.28E+04,,-2.04E-05,6.24E-06,-3.28E-05,,,,
-1.90E+04,5773,-3.39E+04,,-1.90E-05,5.76E-06,-3.39E-05,,,,
-1.75E+04,5313,-3.50E+04,,-1.75E-05,5.30E-06,-3.50E-05,,,,
-1.60E+04,4845,-3.59E+04,,-1.59E-05,4.82E-06,-3.60E-05,,,,
-1.44E+04,4371,-3.68E+04,,-1.43E-05,4.36E-06,-3.69E-05,,,,
-1.27E+04,3891,-3.77E+04,,-1.27E-05,3.86E-06,-3.77E-05,,,,
-1.10E+04,3406,-3.84E+04,,-1.10E-05,3.38E-06,-3.84E-05,,,,
-9298,2916,-3.91E+04,,-9.28E-06,2.90E-06,-3.91E-05,,,,
-7537,2421,-3.96E+04,,-7.53E-06,2.41E-06,-3.96E-05,,,,
-5747,1922,-4.01E+04,,-5.75E-06,1.90E-06,-4.01E-05,,,,
-3932,1420,-4.05E+04,,-3.94E-06,1.39E-06,-4.05E-05,,,,
-2098,915.3,-4.08E+04,,-2.10E-06,8.88E-07,-4.08E-05,,,,
-249.7,408.3,-4.10E+04,,-2.51E-07,3.92E-07,-4.10E-05,,,,
1608,-100.2,-4.12E+04,,1.65E-06,-1.07E-07,-4.12E-05,,,,
3471,-609.3,-4.12E+04,,3.51E-06,-6.17E-07,-4.12E-05,,,,
5332,-1118,-4.11E+04,,5.36E-06,-1.14E-06,-4.11E-05,,,,
7188,-1626,-4.10E+04,,7.17E-06,-1.64E-06,-4.10E-05,,,,
9034,-2132,-4.08E+04,,9.02E-06,-2.15E-06,-4.07E-05,,,,
1.09E+04,-2635,-4.04E+04,,1.09E-05,-2.64E-06,-4.04E-05,,,,
1.27E+04,-3135,-4.00E+04,,1.27E-05,-3.16E-06,-4.00E-05,,,,
1.45E+04,-3631,-3.95E+04,,1.45E-05,-3.65E-06,-3.95E-05,,,,
1.62E+04,-4122,-3.89E+04,,1.62E-05,-4.14E-06,-3.90E-05,,,,
1.80E+04,-4609,-3.82E+04,,1.80E-05,-4.63E-06,-3.83E-05,,,,
1.97E+04,-5090,-3.75E+04,,1.97E-05,-5.08E-06,-3.75E-05,,,,
2.13E+04,-5565,-3.67E+04,,2.13E-05,-5.58E-06,-3.67E-05,,,,
2.29E+04,-6034,-3.58E+04,,2.29E-05,-6.04E-06,-3.57E-05,,,,
2.45E+04,-6497,-3.48E+04,,2.45E-05,-6.51E-06,-3.48E-05,,,,
2.60E+04,-6953,-3.37E+04,,2.60E-05,-6.96E-06,-3.37E-05,,,,
2.75E+04,-7403,-3.26E+04,,2.75E-05,-7.39E-06,-3.26E-05,,,,
2.89E+04,-7847,-3.14E+04,,2.89E-05,-7.83E-06,-3.14E-05,,,,
3.02E+04,-8284,-3.02E+04,,3.02E-05,-8.24E-06,-3.02E-05,,,,
3.15E+04,-8715,-2.89E+04,,3.15E-05,-8.70E-06,-2.88E-05,,,,
3.28E+04,-9141,-2.75E+04,,3.27E-05,-9.12E-06,-2.75E-05,,,,
3.39E+04,-9560,-2.61E+04,,3.39E-05,-9.57E-06,-2.61E-05,,,,
3.50E+04,-9973,-2.46E+04,,3.50E-05,-1.00E-05,-2.46E-05,,,,
3.60E+04,-1.04E+04,-2.31E+04,,3.60E-05,-1.04E-05,-2.31E-05,,,,
3.70E+04,-1.08E+04,-2.16E+04,,3.70E-05,-1.08E-05,-2.16E-05,,,,
3.78E+04,-1.12E+04,-2.00E+04,,3.78E-05,-1.12E-05,-2.00E-05,,,,
3.86E+04,-1.16E+04,-1.84E+04,,3.86E-05,-1.16E-05,-1.84E-05,,,,
3.94E+04,-1.20E+04,-1.67E+04,,3.93E-05,-1.19E-05,-1.67E-05,,,,
4.00E+04,-1.23E+04,-1.50E+04,,4.00E-05,-1.24E-05,-1.50E-05,,,,
4.06E+04,-1.27E+04,-1.33E+04,,4.06E-05,-1.27E-05,-1.33E-05,,,,
4.11E+04,-1.31E+04,-1.16E+04,,4.11E-05,-1.31E-05,-1.16E-05,,,,
4.15E+04,-1.35E+04,-9903,,4.15E-05,-1.35E-05,-9.87E-06,,,,
4.18E+04,-1.38E+04,-8165,,4.18E-05,-1.39E-05,-8.13E-06,,,,
4.20E+04,-1.42E+04,-6419,,4.21E-05,-1.42E-05,-6.40E-06,,,,
4.22E+04,-1.46E+04,-4669,,4.22E-05,-1.46E-05,-4.65E-06,,,,
4.23E+04,-1.49E+04,-2919,,4.23E-05,-1.50E-05,-2.89E-06,,,,
4.23E+04,-1.53E+04,-1172,,4.23E-05,-1.53E-05,-1.13E-06,,,,
4.22E+04,-1.56E+04,567.7,,4.23E-05,-1.56E-05,6.08E-07,,,,
4.21E+04,-1.60E+04,2296,,4.21E-05,-1.60E-05,2.29E-06,,,,
4.19E+04,-1.63E+04,4009,,4.19E-05,-1.63E-05,4.03E-06,,,,
4.16E+04,-1.67E+04,5702,,4.16E-05,-1.67E-05,5.71E-06,,,,
4.12E+04,-1.70E+04,7372,,4.12E-05,-1.70E-05,7.37E-06,,,,
4.07E+04,-1.74E+04,9014,,4.08E-05,-1.74E-05,9.01E-06,,,,
4.02E+04,-1.77E+04,1.06E+04,,4.03E-05,-1.77E-05,1.06E-05,,,,
3.96E+04,-1.81E+04,1.22E+04,,3.96E-05,-1.80E-05,1.22E-05,,,,
3.90E+04,-1.84E+04,1.37E+04,,3.90E-05,-1.84E-05,1.38E-05,,,,
3.82E+04,-1.88E+04,1.52E+04,,3.83E-05,-1.88E-05,1.52E-05,,,,
3.74E+04,-1.91E+04,1.67E+04,,3.75E-05,-1.91E-05,1.67E-05,,,,
3.66E+04,-1.95E+04,1.81E+04,,3.66E-05,-1.95E-05,1.81E-05,,,,
3.57E+04,-1.98E+04,1.94E+04,,3.57E-05,-1.98E-05,1.94E-05,,,,
3.47E+04,-2.02E+04,2.07E+04,,3.47E-05,-2.02E-05,2.07E-05,,,,
3.37E+04,-2.06E+04,2.20E+04,,3.37E-05,-2.06E-05,2.20E-05,,,,
3.26E+04,-2.09E+04,2.32E+04,,3.26E-05,-2.09E-05,2.32E-05,,,,
3.14E+04,-2.13E+04,2.44E+04,,3.14E-05,-2.13E-05,2.43E-05,,,,
3.02E+04,-2.17E+04,2.55E+04,,3.01E-05,-2.17E-05,2.55E-05,,,,
2.89E+04,-2.20E+04,2.66E+04,,2.89E-05,-2.20E-05,2.66E-05,,,,
2.75E+04,-2.23E+04,2.77E+04,,2.75E-05,-2.23E-05,2.77E-05,,,,
2.61E+04,-2.27E+04,2.87E+04,,2.61E-05,-2.27E-05,2.87E-05,,,,
2.46E+04,-2.30E+04,2.96E+04,,2.46E-05,-2.30E-05,2.96E-05,,,,
2.30E+04,-2.33E+04,3.05E+04,,2.30E-05,-2.34E-05,3.05E-05,,,,
2.14E+04,-2.36E+04,3.13E+04,,2.14E-05,-2.37E-05,3.13E-05,,,,
1.97E+04,-2.40E+04,3.20E+04,,1.97E-05,-2.40E-05,3.20E-05,,,,
1.80E+04,-2.43E+04,3.27E+04,,1.80E-05,-2.43E-05,3.26E-05,,,,
1.63E+04,-2.46E+04,3.32E+04,,1.63E-05,-2.46E-05,3.32E-05,,,,
1.45E+04,-2.49E+04,3.37E+04,,1.45E-05,-2.50E-05,3.37E-05,,,,
1.26E+04,-2.52E+04,3.41E+04,,1.26E-05,-2.52E-05,3.40E-05,,,,
1.07E+04,-2.55E+04,3.43E+04,,1.08E-05,-2.55E-05,3.43E-05,,,,
8822,-2.59E+04,3.45E+04,,8.87E-06,-2.59E-05,3.45E-05,,,,
6898,-2.62E+04,3.45E+04,,6.93E-06,-2.62E-05,3.45E-05,,,,
4958,-2.65E+04,3.44E+04,,5.01E-06,-2.65E-05,3.45E-05,,,,
3006,-2.68E+04,3.42E+04,,3.00E-06,-2.68E-05,3.43E-05,,,,
1047,-2.71E+04,3.39E+04,,1.02E-06,-2.71E-05,3.40E-05,,,,
-915.6,-2.74E+04,3.35E+04,,-9.36E-07,-2.74E-05,3.35E-05,,,,
-2876,-2.77E+04,3.30E+04,,-2.89E-06,-2.77E-05,3.30E-05,,,,
-4829,-2.80E+04,3.23E+04,,-4.87E-06,-2.80E-05,3.23E-05,,,,
-6772,-2.82E+04,3.15E+04,,-6.83E-06,-2.82E-05,3.15E-05,,,,
-8699,-2.84E+04,3.06E+04,,-8.77E-06,-2.85E-05,3.06E-05,,,,
-1.06E+04,-2.86E+04,2.95E+04,,-1.06E-05,-2.87E-05,2.95E-05,,,,
-1.25E+04,-2.88E+04,2.83E+04,,-1.25E-05,-2.88E-05,2.83E-05,,,,
-1.43E+04,-2.89E+04,2.70E+04,,-1.43E-05,-2.89E-05,2.70E-05,,,,
-1.62E+04,-2.90E+04,2.56E+04,,-1.62E-05,-2.89E-05,2.56E-05,,,,
-1.79E+04,-2.90E+04,2.40E+04,,-1.80E-05,-2.90E-05,2.40E-05,,,,
-1.96E+04,-2.89E+04,2.24E+04,,-1.97E-05,-2.89E-05,2.23E-05,,,,
-2.13E+04,-2.88E+04,2.06E+04,,-2.13E-05,-2.88E-05,2.05E-05,,,,
-2.29E+04,-2.85E+04,1.87E+04,,-2.29E-05,-2.85E-05,1.86E-05,,,,
-2.44E+04,-2.82E+04,1.66E+04,,-2.44E-05,-2.82E-05,1.66E-05,,,,
-2.58E+04,-2.77E+04,1.45E+04,,-2.58E-05,-2.77E-05,1.45E-05,,,,
-2.72E+04,-2.72E+04,1.24E+04,,-2.72E-05,-2.71E-05,1.24E-05,,,,
-2.84E+04,-2.64E+04,1.01E+04,,-2.84E-05,-2.64E-05,1.01E-05,,,,
-2.96E+04,-2.56E+04,7815,,-2.96E-05,-2.56E-05,7.83E-06,,,,
-3.06E+04,-2.46E+04,5488,,-3.06E-05,-2.46E-05,5.51E-06,,,,
-3.15E+04,-2.34E+04,3154,,-3.15E-05,-2.34E-05,3.18E-06,,,,
-3.23E+04,-2.20E+04,839.2,,-3.23E-05,-2.20E-05,8.40E-07,,,,
